Chutes a gol 1,Chutes a gol 2,Impedimentos 1,Impedimentos 2,Escanteios 1,Escanteios 2,Chutes fora 1,Chutes fora 2,Faltas 1,Faltas 2,Cartões amarelos 1,Cartões amarelos 2,Cartões vermelhos 1,Cartões vermelhos 2,Gols 1,Gols 2,Posse 1(%),Posse 2(%),Position 1,Position 2
9.0,4.0,6.0,0.0,9.0,3.0,8.0,4.0,8.0,21.0,3.0,4.0,0.0,1.0,2.0,1.0,52.0,48.0,4-2-3-1,4-2-3-1
9.0,0.0,3.0,4.0,7.0,0.0,6.0,6.0,11.0,20.0,2.0,3.0,0.0,0.0,1.0,0.0,64.0,36.0,4-3-1-2,4-2-3-1
1.0,3.0,2.0,0.0,5.0,7.0,6.0,6.0,16.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,38.0,62.0,4-1-4-1,4-3-3
3.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,2.0,0.0,0.0,3.0,1.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
4.790846737976647,3.845554013227729,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,2.0,0.0,0.0,0.0,0.0,51.470232558139536,48.53120507399577,4-4-1-1,4-2-3-1
2.0,5.0,5.0,1.0,7.0,3.0,6.0,2.0,10.0,11.0,2.0,3.0,0.0,0.0,0.0,2.0,57.0,43.0,4-2-3-1,4-2-3-1
3.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,4.0,3.0,0.0,0.0,3.0,1.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
5.0,1.0,1.0,3.0,6.0,4.0,6.0,3.0,14.0,12.0,5.0,3.0,1.0,0.0,1.0,1.0,50.0,50.0,4-2-3-1,4-2-3-1
2.0,3.0,2.0,8.0,4.0,5.0,3.0,9.0,17.0,20.0,4.0,2.0,1.0,0.0,1.0,3.0,51.0,49.0,4-4-2,4-2-3-1
3.0,2.0,2.0,2.0,8.0,0.0,7.0,4.0,17.0,13.0,1.0,4.0,0.0,1.0,1.0,0.0,49.0,51.0,4-2-3-1,4-4-2
6.0,1.0,2.0,3.0,11.0,2.0,9.0,6.0,9.0,15.0,4.0,4.0,0.0,0.0,1.0,1.0,59.0,41.0,4-2-3-1,4-4-2
6.0,5.0,2.0,3.0,5.0,4.0,7.0,1.0,17.0,27.0,4.0,4.0,0.0,1.0,2.0,2.0,62.0,38.0,4-4-2,4-2-3-1
2.0,3.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,3.0,0.0,0.0,3.0,3.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,0.0,2.0,0.0,1.0,5.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
2.0,3.0,2.158268428073497,1.98962950213004,4.0,2.0,4.0,4.0,13.0,8.0,3.0,3.0,0.0,0.0,0.0,1.0,51.0,49.0,4-4-2,5-4-1
1.0,4.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,4.0,0.0,0.0,1.0,4.0,51.470232558139536,48.53120507399577,4-4-2,4-3-3
0.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,5.0,2.0,0.0,0.0,0.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
4.0,3.0,7.0,2.0,6.0,6.0,4.0,8.0,16.0,22.0,1.0,5.0,0.0,0.0,1.0,0.0,58.0,42.0,4-3-3,4-2-3-1
8.0,2.0,1.0,2.0,6.0,3.0,4.0,1.0,20.0,13.0,3.0,3.0,0.0,0.0,4.0,0.0,48.0,52.0,4-4-2,4-2-3-1
4.0,4.0,8.0,8.0,3.0,9.0,1.0,8.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,34.0,66.0,4-2-3-1,4-3-3
2.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,4.0,0.0,0.0,2.0,0.0,51.470232558139536,48.53120507399577,4-3-1-2,4-2-3-1
7.0,4.0,3.0,3.0,8.0,1.0,13.0,2.0,15.0,16.0,1.0,5.0,0.0,0.0,1.0,2.0,65.0,35.0,4-4-2,4-2-3-1
9.0,2.0,0.0,5.0,3.0,4.0,7.0,3.0,17.0,17.0,2.0,3.0,0.0,0.0,6.0,0.0,57.0,43.0,4-3-1-2,4-3-3
2.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,2.0,0.0,0.0,2.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
2.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,4.0,0.0,0.0,2.0,0.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
5.0,2.0,1.0,0.0,10.0,8.0,9.0,1.0,21.0,11.0,3.0,3.0,0.0,0.0,2.0,0.0,53.0,47.0,4-2-3-1,4-2-3-1
2.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,4.0,0.0,0.0,2.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
10.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,12.0,13.0,1.0,5.0,0.0,0.0,1.0,1.0,47.0,53.0,4-2-3-1,4-2-3-1
3.0,5.0,4.0,2.0,2.0,4.0,9.0,8.0,9.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,43.0,57.0,4-2-3-1,4-2-3-1
3.0,3.0,5.0,2.0,4.0,4.0,9.0,5.0,11.0,19.0,4.0,4.0,0.0,1.0,1.0,1.0,63.0,37.0,4-4-2,4-2-3-1
0.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,2.0,0.0,0.0,0.0,2.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
13.0,3.0,2.0,3.0,7.0,3.0,11.0,3.0,11.0,18.0,1.0,3.0,0.0,0.0,4.0,2.0,66.0,34.0,4-4-2,4-3-3
1.0,9.0,7.0,3.0,1.0,9.0,2.0,4.0,9.0,14.0,1.0,2.0,0.0,0.0,1.0,3.0,35.0,65.0,4-2-3-1,4-3-3
2.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,3.0,0.0,0.0,2.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
0.0,4.0,3.0,5.0,4.0,6.0,4.0,3.0,17.0,16.0,2.0,4.0,0.0,0.0,0.0,4.0,56.0,44.0,4-2-3-1,4-2-3-1
4.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,3.0,0.0,0.0,4.0,1.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,2.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
6.0,2.0,3.0,3.0,7.0,0.0,1.0,1.0,14.0,14.0,4.0,4.0,1.0,0.0,3.0,2.0,54.0,46.0,4-4-2,4-2-3-1
4.0,5.0,4.0,1.0,2.0,5.0,4.0,4.0,18.0,19.0,2.0,3.0,0.0,0.0,1.0,2.0,41.0,59.0,4-2-3-1,4-2-3-1
4.0,4.0,3.0,4.0,6.0,2.0,8.0,2.0,18.0,19.0,3.0,6.0,0.0,0.0,1.0,2.0,62.0,38.0,4-2-3-1,4-3-1-2
2.0,2.0,1.0,2.0,10.0,2.0,7.0,2.0,12.0,17.0,3.0,3.0,0.0,0.0,1.0,0.0,70.0,30.0,4-3-3,4-2-3-1
5.0,6.0,5.0,6.0,6.0,2.0,3.0,6.0,17.0,16.0,4.0,2.0,0.0,0.0,2.0,3.0,50.0,50.0,4-2-3-1,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,4.0,2.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
2.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,1.0,0.0,0.0,2.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
3.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,3.0,0.0,0.0,3.0,2.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,0.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,61.0,39.0,4-2-3-1,4-4-2
1.0,9.0,2.0,2.0,5.0,2.0,5.0,9.0,19.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,48.0,52.0,4-2-3-1,4-2-3-1
3.0,2.0,2.158268428073497,1.98962950213004,4.0,6.0,6.0,3.0,19.0,13.0,5.0,3.0,0.0,0.0,0.0,1.0,52.0,48.0,4-2-3-1,4-4-2
11.0,4.0,3.0,4.0,6.0,0.0,5.0,5.0,14.0,13.0,3.0,4.0,0.0,0.0,1.0,0.0,58.0,42.0,4-2-3-1,4-2-3-1
7.0,3.0,2.0,2.0,6.0,7.0,5.0,3.0,22.0,15.0,2.0,4.0,0.0,0.0,1.0,1.0,63.0,37.0,4-3-3,4-2-3-1
2.0,2.0,1.0,4.0,5.0,6.0,8.0,3.0,21.0,14.0,3.0,4.0,0.0,0.0,2.0,1.0,42.0,58.0,4-4-2,4-2-3-1
2.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,3.0,0.0,0.0,2.0,2.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,3.0,0.0,0.0,1.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
2.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,2.0,0.0,0.0,2.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,5.0,0.0,0.0,1.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
5.0,6.0,1.0,2.0,3.0,3.0,5.0,2.0,17.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,51.0,49.0,4-2-3-1,4-2-3-1
6.0,4.0,1.0,2.0,4.0,4.0,7.0,0.0,16.0,20.0,5.0,2.0,0.0,0.0,2.0,0.0,51.0,49.0,4-2-3-1,4-3-3
2.0,5.0,6.0,2.0,6.0,7.0,1.0,10.0,11.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,49.0,51.0,4-4-2,4-4-2
3.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,16.0,12.0,5.0,1.0,0.0,0.0,0.0,4.0,55.0,45.0,4-2-3-1,4-2-3-1
9.0,5.0,0.0,3.0,14.0,0.0,10.0,3.0,17.0,18.0,1.0,2.0,0.0,0.0,1.0,2.0,64.0,36.0,4-2-3-1,4-2-3-1
3.0,2.0,0.0,7.0,3.0,3.0,3.0,4.0,16.0,22.0,3.0,2.0,0.0,0.0,1.0,1.0,52.0,48.0,4-4-2,4-2-3-1
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,4.0,0.0,0.0,1.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.0,6.0,1.0,2.0,7.0,3.0,4.0,5.0,10.0,10.0,3.0,3.0,0.0,0.0,1.0,3.0,45.0,55.0,4-2-3-1,4-2-3-1
2.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,4.0,1.0,0.0,0.0,2.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,0.0,0.0,1.0,1.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,3.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-3-3
7.0,2.0,11.0,3.0,6.0,4.0,9.0,2.0,5.0,11.0,0.0,3.0,0.0,0.0,2.0,0.0,63.0,37.0,4-2-3-1,4-2-3-1
5.0,5.0,2.0,4.0,3.0,1.0,8.0,6.0,14.0,9.0,3.0,2.0,0.0,0.0,0.0,5.0,36.0,64.0,4-2-3-1,4-3-3
2.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,2.0,0.0,0.0,2.0,0.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
6.0,14.0,1.0,0.0,4.0,9.0,3.0,8.0,18.0,12.0,4.0,4.0,0.0,0.0,1.0,0.0,35.0,65.0,4-3-3,4-2-3-1
11.0,0.0,3.0,1.0,10.0,2.0,8.0,2.0,11.0,11.0,2.0,4.0,0.0,0.0,4.0,0.0,68.0,32.0,4-3-3,4-2-3-1
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,5.0,7.0,0.0,0.0,1.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,2.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,7.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.790846737976647,3.845554013227729,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,3.0,0.0,1.0,0.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
5.0,0.0,2.0,2.0,6.0,4.0,6.0,3.0,11.0,12.0,2.0,4.0,0.0,0.0,2.0,0.0,46.0,54.0,4-2-3-1,4-2-3-1
6.0,7.0,4.0,3.0,2.0,5.0,7.0,5.0,8.0,10.0,4.0,2.0,0.0,0.0,3.0,2.0,51.0,49.0,4-4-2,4-2-3-1
9.0,2.0,4.0,1.0,7.0,1.0,8.0,3.0,18.0,15.0,5.0,0.0,0.0,1.0,4.0,1.0,57.0,43.0,4-2-3-1,4-2-3-1
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,2.0,0.0,0.0,1.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.0,9.0,9.0,1.0,5.0,5.0,3.0,5.0,11.0,17.0,2.0,2.0,0.0,0.0,0.0,3.0,30.0,70.0,4-2-3-1,4-3-3
4.0,4.0,2.0,2.0,2.0,6.0,7.0,10.0,9.0,17.0,3.0,3.0,0.0,0.0,3.0,1.0,46.0,54.0,4-2-3-1,4-4-2
0.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,0.0,1.0,0.0,0.0,0.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.790846737976647,3.845554013227729,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,0.0,2.0,0.0,0.0,0.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,4.0,0.0,0.0,4.0,2.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
1.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,1.0,0.0,0.0,1.0,2.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
4.0,4.0,2.0,4.0,4.0,3.0,7.0,4.0,10.0,11.0,3.0,4.0,0.0,0.0,1.0,1.0,59.0,41.0,4-2-3-1,4-2-3-1
7.0,3.0,1.0,4.0,5.0,2.0,9.0,8.0,14.0,14.0,1.0,4.0,0.0,0.0,1.0,0.0,55.0,45.0,4-2-3-1,4-4-2
6.0,1.0,5.0,2.0,6.0,6.0,8.0,3.0,16.0,21.0,0.0,3.0,1.0,0.0,2.0,0.0,59.0,41.0,4-3-3,4-2-3-1
6.0,1.0,2.0,1.0,9.0,6.0,3.0,2.0,15.0,9.0,5.0,2.0,0.0,0.0,1.0,0.0,59.0,41.0,4-2-3-1,4-4-2
2.0,5.0,1.0,5.0,2.0,9.0,1.0,11.0,15.0,8.0,6.0,3.0,0.0,0.0,0.0,1.0,29.0,71.0,4-2-3-1,4-3-3
2.0,8.0,1.0,4.0,6.0,4.0,6.0,6.0,14.0,9.0,3.0,0.0,0.0,0.0,1.0,3.0,41.0,59.0,4-2-3-1,4-3-1-2
2.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,2.0,0.0,0.0,2.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-4-2
0.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,1.0,0.0,0.0,0.0,2.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
1.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,5.0,4.0,0.0,0.0,1.0,3.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,4.0,2.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
3.0,3.0,1.0,4.0,13.0,0.0,11.0,3.0,13.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,63.0,37.0,4-2-3-1,4-4-2
4.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,14.0,14.0,3.0,3.0,0.0,0.0,0.0,2.0,58.0,42.0,4-4-2,4-2-3-1
4.0,8.0,0.0,5.0,6.0,4.0,11.0,2.0,15.0,19.0,4.0,4.0,0.0,0.0,2.0,1.0,48.0,52.0,4-4-2,4-2-3-1
10.0,4.0,6.0,4.0,10.0,10.0,9.0,4.0,19.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,48.0,52.0,4-2-3-1,4-2-3-1
6.0,4.0,2.0,1.0,5.0,1.0,7.0,6.0,9.0,11.0,3.0,3.0,2.0,0.0,2.0,1.0,51.0,49.0,4-3-3,4-2-3-1
10.0,3.0,7.0,1.0,7.0,4.0,11.0,7.0,16.0,20.0,2.0,3.0,0.0,0.0,3.0,0.0,61.0,39.0,4-3-1-2,4-2-3-1
4.790846737976647,3.845554013227729,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,3.0,3.0,0.0,0.0,0.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
9.0,6.0,2.0,0.0,11.0,4.0,6.0,6.0,12.0,14.0,2.0,5.0,0.0,0.0,3.0,2.0,58.0,42.0,4-3-3,4-4-2
4.0,1.0,2.0,2.0,3.0,3.0,5.0,2.0,21.0,12.0,3.0,4.0,0.0,0.0,1.0,0.0,51.0,49.0,4-2-3-1,4-4-2
1.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,1.0,0.0,0.0,1.0,0.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
3.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,0.0,7.0,1.0,0.0,3.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.0,3.0,1.0,2.0,5.0,6.0,5.0,6.0,20.0,12.0,6.0,1.0,0.0,2.0,2.0,1.0,48.0,52.0,4-2-3-1,4-4-2
4.0,1.0,2.0,5.0,4.0,8.0,7.0,5.0,25.0,13.0,2.0,0.0,0.0,0.0,1.0,1.0,53.0,47.0,4-2-3-1,4-3-3
6.0,11.0,3.0,1.0,6.0,6.0,4.0,5.0,17.0,11.0,3.0,2.0,0.0,0.0,1.0,1.0,39.0,61.0,4-2-3-1,4-2-3-1
2.0,9.0,10.0,1.0,1.0,5.0,2.0,4.0,10.0,12.0,2.0,3.0,0.0,0.0,0.0,3.0,38.0,62.0,4-4-2,4-3-1-2
5.0,1.0,0.0,6.0,5.0,10.0,6.0,5.0,11.0,17.0,1.0,2.0,1.0,1.0,2.0,1.0,52.0,48.0,4-2-3-1,4-4-2
2.0,0.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,4.0,2.0,0.0,1.0,2.0,0.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,4.0,4.0,0.0,1.0,1.0,1.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
2.0,2.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,2.0,0.0,0.0,2.0,2.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
4.0,5.0,1.0,1.0,8.0,3.0,5.0,6.0,15.0,13.0,6.0,3.0,1.0,0.0,0.0,3.0,62.0,38.0,4-2-3-1,4-2-3-1
4.0,3.0,2.0,1.0,3.0,6.0,6.0,2.0,10.0,8.0,1.0,3.0,0.0,0.0,1.0,0.0,55.0,45.0,4-4-2,4-2-3-1
7.0,6.0,2.0,5.0,4.0,6.0,3.0,2.0,14.0,10.0,2.0,5.0,0.0,0.0,2.0,1.0,38.0,62.0,4-4-2,4-3-3
3.0,4.0,2.0,0.0,4.0,10.0,3.0,7.0,13.0,14.0,3.0,1.0,0.0,0.0,1.0,0.0,49.0,51.0,4-2-3-1,4-2-3-1
4.0,2.0,1.0,1.0,3.0,3.0,5.0,4.0,20.0,13.0,3.0,5.0,0.0,0.0,2.0,1.0,47.0,53.0,4-4-2,4-2-3-1
9.0,0.0,1.0,4.0,6.0,0.0,6.0,2.0,12.0,12.0,3.0,4.0,0.0,0.0,4.0,0.0,65.0,35.0,4-3-3,4-2-3-1
3.0,5.0,2.0,2.0,5.0,2.0,5.0,2.0,17.0,13.0,3.0,2.0,1.0,1.0,1.0,3.0,48.0,52.0,4-2-3-1,4-2-3-1
2.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,4.0,2.0,2.0,0.0,2.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
10.0,4.0,1.0,0.0,12.0,5.0,7.0,8.0,2.0,7.0,1.0,1.0,0.0,1.0,4.0,1.0,55.0,45.0,4-4-2,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,1.0,1.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
1.0,3.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,0.0,0.0,0.0,1.0,3.0,51.470232558139536,48.53120507399577,4-4-2,4-2-3-1
5.0,8.0,1.0,0.0,5.0,3.0,3.0,4.0,14.0,9.0,2.0,3.0,0.0,0.0,1.0,0.0,47.0,53.0,4-2-3-1,4-2-3-1
6.0,3.0,3.0,1.0,4.0,6.0,8.0,2.0,13.0,11.0,3.0,3.0,0.0,0.0,6.0,2.0,56.0,44.0,4-4-2,4-4-1-1
9.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,19.0,11.0,3.0,6.0,0.0,0.0,2.0,1.0,43.0,57.0,4-2-3-1,4-2-3-1
7.0,3.0,1.0,2.0,13.0,1.0,3.0,4.0,10.0,5.0,3.0,4.0,0.0,0.0,0.0,2.0,67.0,33.0,4-2-3-1,4-2-3-1
5.0,5.0,6.0,3.0,6.0,4.0,5.0,3.0,17.0,7.0,2.0,1.0,0.0,0.0,1.0,5.0,43.0,57.0,4-2-3-1,4-3-3
6.0,2.0,3.0,1.0,12.0,3.0,10.0,2.0,6.0,13.0,1.0,1.0,0.0,0.0,2.0,1.0,72.0,28.0,4-3-3,4-2-3-1
1.0,1.0,2.158268428073497,1.98962950213004,5.594874176659348,4.453301807127175,5.992822764502238,4.809423288018238,12.63418752902436,12.90100054882425,2.0,1.0,0.0,0.0,1.0,1.0,51.470232558139536,48.53120507399577,4-2-3-1,4-2-3-1
5.0,3.0,0.0,4.0,4.0,2.0,6.0,1.0,16.0,8.0,3.0,3.0,0.0,0.0,1.0,0.0,45.0,55.0,4-4-1-1,4-2-3-1
